PRODID	NAME
47475	Натрия дезоксирибонуклеат (ДНК-Na) субст.-пор. пач.картон. 400 г кор. 4 Техномедсервис
48599	Неовир р-р д/ин. 12,5 % амп.темн.стекл. 2 мл [с нож.амп.] пач.картон. 5 Фармсинтез ЗАО
48600	Неовир субст.-пор. пак. 0,1 кг Фармавит
48601	Неовир субст.-пор. 0,1-5 кг пак.ПЭ бан. Технолог СКТБ С.-Петербургского технологического института
48602	Неовир субст.-пор. пак. 0,1 кг Фармсинтез ООО
48603	Неовир субст.-пор. пак. 1 кг Фармавит
48604	Неовир субст.-пор. 0,1-5 кг пак.ПЭ бан. АСГЛ - Исследовательские Лаборатории
48606	Неовир таблетки, покрытые оболочкой, 0,125 г (растворимые в кишечнике) табл.п.о.раствор./кишечн. 0,1
48607	Неовир таблетки, покрытые оболочкой, 0,125 г (растворимые в кишечнике) табл.п.о.раствор./кишечн. 0,1
48608	Неовир таблетки, покрытые оболочкой, 0,125 г (растворимые в кишечнике) табл.п.о.раствор./кишечн. 0,1
48609	Неовир таблетки, покрытые оболочкой, 0,125 г (растворимые в кишечнике) табл.п.о.раствор./кишечн. 0,1
48610	Неовир таблетки, покрытые оболочкой, 0,125 г (растворимые в кишечнике) табл.п.о.раствор./кишечн. 0,1
48612	Неовира раствор для инъекций 12,5% р-р д/ин. 12,5 % амп.темн.стекл. 2 мл [с нож.амп.] кор. 5 АСГЛ -
51750	Оптинат табл. 300 мг фл. 60 ИНАТ-ФАРМА
51751	Оптинат табл. 300 мг фл. 200 ИНАТ-ФАРМА
51752	Оптинат табл. 300 мг фл. 100 ИНАТ-ФАРМА
52659	Пантогематоген Алтамар N 1 табл. 0,25 г Алтамар
52660	Пантогематоген Алтамар N 1 капс. 0,25 г Алтамар
52662	Пантогематоген Алтамар N 2 табл. 0,25 г Алтамар
52663	Пантогематоген Алтамар N 2 капс. 0,25 г Алтамар
52665	Пантогематоген Алтамар N 3 табл. 0,25 г Алтамар
52666	Пантогематоген Алтамар N 3 капс. 0,25 г Алтамар
52668	Пантогематоген Алтамар N 4 капс. 0,25 г Алтамар
52669	Пантогематоген Алтамар N 4 табл. 0,25 г Алтамар
54135	Петилам табл. 0,5 г бан. 60 Тринита НПП
55536	Плазма антисинегнойная антитоксическая человека р-р стер.
55538	Плазма антисинегнойная человеческая р-р стер.
55555	Плазма противопротейная человеческая
55572	Плазмол р-р д/ин. амп. 1 мл [с нож.амп.] пач.картон. 10 Иммунопрепарат
56775	Полудан пор.д/капель глазн. 100 ЕД фл. Покровский завод биопрепаратов
56776	Полудан пор.д/капель глазн. 200 мкг 100 ЕД фл. 5 мл [с крышк.-капельн.] кор. 3 ЛЭНС-Фарм
56777	Полудан пор.д/капель глазн. 200 мкг 100 ЕД фл. 5 мл [с крышк.-капельн.] кор. 1 ЛЭНС-Фарм
56778	Полудан пор.лиоф.д/ин. 200 мкг 100 ЕД фл. 5 мл кор. 10 ЛЭНС-Фарм
59640	Реальдирон пор.лиоф.д/ин. 18 млн.МЕ амп. пач.картон. 5 Биотехна
59641	Реальдирон пор.лиоф.д/ин. 3 млн.МЕ фл. пач.картон. 5 Биотехна
59642	Реальдирон пор.лиоф.д/ин. 9 млн.МЕ фл. пач.картон. 5 Биотехна
59643	Реальдирон пор.лиоф.д/ин. 9 млн.МЕ амп. пач.картон. 5 Биотехна
59644	Реальдирон пор.лиоф.д/ин. 6 млн.МЕ фл. пач.картон. 5 Биотехна
59645	Реальдирон пор.лиоф.д/ин. 18 млн.МЕ фл. пач.картон. 5 Биотехна
59646	Реальдирон пор.лиоф.д/ин. 1 млн.МЕ фл. пач.картон. 5 Биотехна
59648	Реальдирон сухой для инъекций пор.лиоф.д/ин.
59653	Реаферон для инъекций сухой пор.лиоф.д/ин. 1 млн МЕ 1 доз амп.
59654	Реаферон для инъекций сухой пор.д/ин. амп. ГНИИ ОЧБ
59655	Реаферон-ЕС-Липинт пор.лиоф.д/р-ра для приема внутрь 50000 МЕ фл.в уп.контурн.яч. 1 мл 5 уп.контурн.
59661	Ребиф пор.лиоф.д/ин. 3 млн.МЕ фл. [с р-лем, амп.] кор. 3 Serono Pharma
59662	Ребиф р-р д/ин. 12 млн.МЕ шпр. 0,5 мл пач.картон. 1 Industria Farmaceutica Serono
59663	Ребиф пор.лиоф.д/ин. 3 млн.МЕ фл. [с р-лем, амп.] кор. 1 Serono Pharma
59664	Ребиф р-р д/ин. 6 млн.МЕ шпр. 0,5 мл пач.картон. 1 Industria Farmaceutica Serono
59666	Ребиф 22 р-р д/ин. 6 млн.МЕ шпр. 0,5 мл пач.картон. 1 Serono Pharma
60765	Ринитал капли для приема внутрь фл.-кап.темн.стекл. 30 мл кор. 1 DHU
60766	Ринитал табл.сублингв. бл. 20 кор. 5 DHU
61410	Роферон А р-р д/ин. 4,5 млн МЕ/0,5 мл шпр.-тюб. кор. 5 Roche
61411	Роферон А р-р д/ин. 3 млн МЕ/0,5 мл шпр.-тюб. кор. 5 Roche
61412	Роферон А р-р д/ин. 18 млн МЕ/мл фл. кор. 1 Roche
61413	Роферон А р-р д/ин. 9 млн МЕ/0,5 мл шпр.-тюб. кор. 5 Roche
61414	Роферон А р-р д/ин. 18 млн.МЕ картр. 0,6 мл пач.картон. 1 F.Hoffmann La-Roche Inc.
61415	Роферон А р-р д/ин. 18 млн МЕ/3 мл фл. кор. 1 Roche
61416	Роферон А р-р д/ин. 6 млн МЕ/0,5 мл шпр.-тюб. кор. 5 Roche
68907	Тимусамин табл.п.о. 0,01 г фл. 20 Лонгви-Фарм
69349	Тонзилгон Н драже уп.контурн.яч. 25 пач.картон. 2 Bionorica
69350	Тонзилгон Н капли для приема внутрь фл.-кап.темн.стекл. 100 мл пач.картон. 1 Bionorica
69351	Тонзилгон Н драже уп.контурн.яч. 25 пач.картон. 2 Bionorica
69352	Тонзилгон Н капли для приема внутрь фл.-кап.темн.стекл. 100 мл пач.картон. 1 Bionorica
69716	Трекрезан субст.-пор. бан. 0,5 кг Усолье-Сибирский ХФК
69717	Трекрезан субст.-пор. бан. 0,5 кг Щелковский витаминный завод
69718	Трекрезан субст.-пор. бан. 1 кг Усолье-Сибирский ХФК
69720	Трекрезана таблетки табл. 0,2 г бан. 50 кор. 1 Щелковский витаминный завод
69721	Трекрезана таблетки табл. 0,1 г Щелковский витаминный завод
71875	Ферон пор.лиоф.д/ин. 9 г Toray Industries
71876	Ферон пор.лиоф.д/ин. 3 г Toray Industries
75510	Цернилтон табл. фл.темн.стекл. 200 пач.картон. 1 Cernelle AB
75511	Цернилтон табл. фл.темн.стекл. 100 пач.картон. 1 Cernelle AB
77072	Цыгапан пор. 0,4 г уп.контурн.б/яч. 2 кор. 15 Планета Здоровья-2000
77073	Цыгапан капс. 0,4 г бан. 30 кор. 1 Планета Здоровья-2000
77074	Цыгапан табл. 0,4 г уп.контурн.б/яч. 6 кор. 5 Планета Здоровья-2000
77075	Цыгапан капс. 0,4 г бан. 60 кор. 1 Планета Здоровья-2000
77076	Цыгапан пор. 0,4 г уп.контурн.б/яч. 2 кор. 45 Планета Здоровья-2000
77077	Цыгапан капс. 0,4 г бан. 120 кор. 1 Планета Здоровья-2000
77079	Цыгапан для детей табл. 0,4 г уп.контурн.б/яч. 6 кор. 5 Планета Здоровья-2000
77080	Цыгапан для детей капс. 0,2 г бан. 60 кор. 1 Планета Здоровья-2000
78906	Эберон альфа Р пор.лиоф. 5 млн МЕ/мл Heber Biotec
78907	Эберон альфа Р пор.лиоф. 3 млн МЕ/мл Heber Biotec
78908	Эберон альфа Р пор.лиоф. 1 млн МЕ/мл Heber Biotec
79159	Эгиферон пор.лиоф.д/ин. 1 млн МЕ Egis
79547	Эксальб мазь туба 25 г кор. 1 Dr. Kade
80492	Эпифамин табл.п.о. 0,01 г фл. 20 Лонгви-Фарм
82235	Амиксина таблетки 0,125 г табл.п.о. 0,125 г уп. 6 Дальхимфарм
82545	Арбидол-ЛЭНС табл.п.о. 0,1 г бл. 10 кор. 1 Дальхимфарм
82584	Бифидумбактерин сухой в свечах супп.рект. уп.контурн.яч. 5 пач.картон. 2 Алфарм
82627	Интерферон лейкоцитарный человеческий сухой пор.лиоф. 1000 МЕ 4 доз амп. [с нож.амп.] Биомед НПО
82628	Интерферон лейкоцитарный человеческий сухой пор.лиоф.д/ин. 1000 МЕ амп. 2 мл Биомед НПО
83149	Арбидол-ЛЭНС табл.п.о. 0,05 г уп.контурн.яч. 10 пач.картон. 1 Дальхимфарм
83247	Бифидумбактерин капс. 5 доз бан. 10 пач.картон. 1 Экополис
83415	Бифидумбактерин капс. 5 доз бан. 20 пач.картон. 1 Экополис
83480	Интерферон лейкоцитарный человеческий сухой пор.лиоф. 1000 МЕ 4 доз амп. № 1 Иммунопрепарат
